,y,x,street_count,highway,ref
2433778874,51.4604073,-2.5857257,3,,
2433779947,51.4615582,-2.5854163,3,,
2433779953,51.4613481,-2.5856669,3,,
2433821527,51.4597145,-2.5842462,4,traffic_signals,
2433821533,51.4598509,-2.5840746,4,,
2433821534,51.4595426,-2.5841587,4,crossing,
2433821535,51.4594704,-2.5841133,3,,
2433821537,51.4593539,-2.5842405,3,,
2433821542,51.4598294,-2.5841194,4,traffic_signals,
2433821544,51.4597589,-2.5842973,3,,
2433863938,51.4592257,-2.5891779,3,,
2433913397,51.4570097,-2.5912971,2,,
2433980633,51.4540265,-2.5934165,3,,
2433980636,51.4542152,-2.5929729,3,,
2452206968,51.4528244,-2.6236759,3,,
2460332272,51.4602956,-2.5967149,3,,
2460332277,51.4604188,-2.5967796,3,,
2460332280,51.4605151,-2.5966625,3,,
2460332306,51.461122,-2.5974184,3,,
2460332317,51.4613961,-2.5979306,3,,
2470415029,51.4411793,-2.5630078,1,,
2470415030,51.4411898,-2.5623216,1,,
2470415036,51.4414445,-2.5624132,3,,
2470415040,51.4416039,-2.5623498,3,,
2470415042,51.4416738,-2.5628641,1,,
2470415044,51.4417199,-2.5622876,3,,
2470415051,51.4418397,-2.5628162,1,,
2470415052,51.4420742,-2.5621255,3,,
2472524812,51.4616866,-2.6093155,3,,
2472524813,51.461358,-2.6090821,1,,
2472524823,51.4620038,-2.6079394,3,,
2472524829,51.458502,-2.6056261,3,,
2472524832,51.4624147,-2.6083075,1,,
2482614595,51.4321017,-2.5846009,3,,
2482614604,51.4342423,-2.586234,3,,
2482614606,51.4338652,-2.5849773,3,,
2482614631,51.4330706,-2.58107,3,,
2482614635,51.434282,-2.584882,3,,
2482614638,51.4339903,-2.5856779,3,,
2482689643,51.4309835,-2.5829418,3,,
2482689654,51.4309946,-2.5847147,3,,
2482689656,51.4319568,-2.5827306,4,,
2482689661,51.4315682,-2.5826168,3,,
2482696963,51.4284908,-2.5974022,3,,
2482696975,51.4311383,-2.5949501,3,,
2482747598,51.4309899,-2.5910415,3,,
2482747603,51.4320462,-2.5918614,4,,
2482747605,51.4310354,-2.5918221,3,,
2482747614,51.4336155,-2.5918106,3,,
2482911447,51.4321756,-2.5758638,1,,
2482911448,51.4323096,-2.5758902,3,,
2482912388,51.4301828,-2.5824152,3,,
2484286380,51.4280598,-2.5958947,4,crossing,
2484286382,51.4283821,-2.5959725,3,,
