,y,x,street_count,highway,ref
9991984392,-37.8093671,144.9719597,4,,
9991989211,-37.8076586,144.9708785,4,crossing,
9993989339,-37.7970569,144.9505597,3,,
10017900093,-37.8012955,144.9318783,3,,
10017900094,-37.8014161,144.931974,4,,
10017900098,-37.8018765,144.9328146,1,,
10017975684,-37.7920995,144.9415094,1,,
10017975685,-37.7921686,144.941797,1,,
10017975691,-37.7924056,144.9419884,3,,
10017975692,-37.7921876,144.9421442,3,,
10017975694,-37.7921739,144.9418041,3,,
10017975695,-37.7921146,144.9417579,1,,
10017975704,-37.7916542,144.942232,3,,
10017975756,-37.7901791,144.9436086,3,,
10017975759,-37.7902241,144.9436655,3,,
10017975811,-37.7906178,144.9590637,1,,
10017975812,-37.7904518,144.9591898,1,,
10017975815,-37.7906244,144.9593746,3,,
10017975903,-37.7984808,144.9637258,4,crossing,
10017975906,-37.7984482,144.9630499,3,,
10017975907,-37.7985209,144.9637181,3,,
10017975908,-37.798447,144.9637309,3,,
10017975911,-37.798397,144.9641763,3,,
10017975913,-37.7983745,144.9630624,4,,
10017975914,-37.7983229,144.9626071,4,,
10017975922,-37.7984083,144.9626761,4,,
10017975923,-37.7984022,144.962622,4,,
10017975924,-37.798322,144.9619509,4,,
10017975951,-37.7985275,144.9697455,3,,
10017975952,-37.7985041,144.9695488,1,,
10017975953,-37.7995469,144.9747096,3,,
10017975954,-37.7996276,144.9754526,1,,
10017975977,-37.7933061,144.9406919,3,,
10017975978,-37.7933708,144.9406803,3,,
10017975979,-37.7934431,144.9413253,3,,
10017975982,-37.7928407,144.9407724,3,,
10017975983,-37.7929006,144.9407616,3,,
10017975984,-37.7929787,144.9414552,3,,
10017975986,-37.7929133,144.9414156,4,,
10017975987,-37.792973,144.941405,4,,
10017975989,-37.7927137,144.9414533,4,,
10017975991,-37.7925105,144.9414901,3,,
10017975994,-37.7935709,144.9406458,4,,
10017975997,-37.7931031,144.9407269,4,,
10017976000,-37.7926356,144.9408069,4,,
10017976002,-37.7924381,144.9408423,3,,
10017976009,-37.7937117,144.9401771,3,,
10017976010,-37.7936415,144.9403031,4,,
10017976011,-37.7934576,144.9401571,3,,
10017976012,-37.7934723,144.9402828,3,,
